"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-82.96","42.28","WINDSOR A","6139525","1940-01","1940","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1940-02","1940","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1940-03","1940","03","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1940-04","1940","04","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1940-05","1940","05","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1940-06","1940","06","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1940-07","1940","07","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1940-08","1940","08","26.4","","16.4","","21.4","","33.3","","6.7","","158.0","","0.0","","158.0","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1940-09","1940","09","22.4","","11.3","","16.9","","32.2","","0.6","","23.9","","0.0","","23.9","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1940-10","1940","10","16.2","","6.7","","11.5","","28.9","","-1.1","","75.9","","0.0","","75.9","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1940-11","1940","11","6.7","","-0.4","","3.2","","16.7","S","-7.2","S","55.1","","28.4","","83.6","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1940-12","1940","12","2.9","","-3.1","","-0.1","","13.3","","-15.0","","59.9","","12.7","","72.6","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1941-01","1941","01","-0.7","","-5.7","","-3.2","","8.3","","-15.0","","25.7","","34.8","","60.5","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1941-02","1941","02","-0.5","","-6.9","","-3.7","","8.9","","-13.9","","6.4","","17.0","","23.4","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1941-03","1941","03","2.9","","-4.9","","-1.0","","9.4","","-13.3","","31.2","","15.5","","46.7","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1941-04","1941","04","17.4","","4.8","","11.1","","29.4","","-2.8","","40.6","","0.0","","40.6","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1941-05","1941","05","23.0","","10.0","","16.5","","32.8","","1.1","S","82.3","","0.0","","82.3","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1941-06","1941","06","27.1","","15.1","","21.1","","36.1","","8.9","","60.7","","0.0","","60.7","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1941-07","1941","07","29.6","","17.4","","23.5","","38.3","","9.4","","41.9","","0.0","","41.9","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1941-08","1941","08","27.1","","15.8","","21.5","","35.6","","7.8","","100.6","","0.0","","100.6","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1941-09","1941","09","24.8","","13.8","","19.3","","32.2","","4.4","","32.5","","0.0","","32.5","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1941-10","1941","10","17.6","","8.1","","12.9","","26.7","S","-0.6","","138.7","","0.0","","138.7","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1941-11","1941","11","9.1","","1.3","","5.2","","18.9","","-5.0","S","42.7","","4.3","","47.0","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1941-12","1941","12","4.1","","-1.6","","1.3","","16.7","","-11.1","","33.5","","8.4","","41.9","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1942-01","1942","01","-0.3","","-7.1","","-3.7","","10.6","","-21.1","","43.4","","10.2","","53.6","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1942-02","1942","02","-2.4","","-8.1","","-5.3","","4.4","","-16.7","","28.2","","33.0","","61.2","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1942-03","1942","03","6.4","","-0.4","","3.0","","17.2","","-5.0","","55.1","","6.6","","61.7","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1942-04","1942","04","16.9","","4.5","","10.7","","30.6","","-1.7","S","23.6","","9.1","","32.8","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1942-05","1942","05","20.1","","9.9","","15.0","","33.3","","2.2","S","120.9","","0.0","","120.9","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1942-06","1942","06","25.4","","14.9","","20.2","","32.8","","6.7","","75.4","","0.0","","75.4","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1942-07","1942","07","27.9","","17.1","","22.5","","35.6","","9.4","","93.2","","0.0","","93.2","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1942-08","1942","08","25.7","","15.8","","20.8","","30.6","","7.2","","93.7","","0.0","","93.7","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1942-09","1942","09","21.9","","11.1","","16.5","","31.7","","-1.1","","65.8","","0.0","","65.8","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1942-10","1942","10","16.0","","6.5","","11.3","","26.7","","-2.8","","84.8","","0.0","T","84.8","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1942-11","1942","11","8.4","","0.1","","4.3","","19.4","","-6.7","S","59.2","","15.5","","74.7","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1942-12","1942","12","-1.4","","-7.2","","-4.3","","6.1","","-19.4","","43.2","","33.0","","76.2","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1943-01","1943","01","-2.7","","-9.8","","-6.3","","5.0","","-22.8","","1.5","","52.8","","54.4","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1943-02","1943","02","1.6","","-6.8","","-2.6","","12.8","S","-18.9","","18.0","","15.5","","33.5","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1943-03","1943","03","5.5","","-4.3","","0.6","","26.1","","-19.4","","52.8","","9.1","","62.0","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1943-04","1943","04","10.3","","0.4","","5.4","","21.7","","-6.1","","89.2","","12.4","","101.6","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1943-05","1943","05","17.4","","8.7","","13.1","","26.7","","-1.1","","194.8","","0.0","","194.8","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1943-06","1943","06","27.4","","16.9","","22.2","","35.0","","6.7","","64.3","","0.0","","64.3","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1943-07","1943","07","27.7","","17.3","","22.5","","31.1","S","8.9","","110.0","","0.0","","110.0","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1943-08","1943","08","26.4","","16.8","","21.6","","31.1","S","9.4","S","53.8","","0.0","","53.8","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1943-09","1943","09","21.1","","10.2","","15.7","","33.9","","1.7","S","38.1","","0.0","","38.1","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1943-10","1943","10","14.9","","5.2","","10.1","","26.7","","0.0","S","25.9","","0.5","","26.4","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1943-11","1943","11","6.2","","-1.1","","2.6","","20.0","","-8.9","S","44.2","","9.9","","54.1","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1943-12","1943","12","1.1","","-7.0","","-3.0","","9.4","","-17.8","","12.7","","1.3","","14.0","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1944-01","1944","01","2.5","","-5.4","","-1.5","","16.7","","-14.4","","23.6","","3.3","","26.9","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1944-02","1944","02","0.9","","-6.5","","-2.8","","17.8","","-18.9","","25.9","","51.1","","77.0","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1944-03","1944","03","2.7","","-4.2","","-0.8","","13.9","","-11.1","S","68.8","","7.6","","76.5","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1944-04","1944","04","10.2","","1.1","","5.7","","23.9","","-6.7","","72.4","","3.6","","75.9","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1944-05","1944","05","22.1","","11.4","","16.8","","31.7","","1.1","","63.2","","0.0","","63.2","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1944-06","1944","06","27.2","","16.1","","21.7","","36.7","","6.1","","52.1","","0.0","","52.1","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1944-07","1944","07","29.5","","16.2","","22.9","","34.4","","9.4","S","25.7","","0.0","","25.7","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1944-08","1944","08","28.9","","17.0","","23.0","","36.7","","9.4","","67.6","","0.0","","67.6","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1944-09","1944","09","23.9","","12.4","","18.2","","31.7","S","2.8","","31.5","","0.0","","31.5","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1944-10","1944","10","16.7","","5.4","","11.1","","27.2","","-0.6","S","5.8","","0.0","","5.8","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1944-11","1944","11","8.3","","2.2","","5.3","","22.8","","-5.0","","43.4","","0.8","","44.2","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1944-12","1944","12","-1.1","","-7.8","","-4.5","","6.7","","-20.6","","4.3","","50.5","","54.9","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1945-01","1945","01","-4.7","","-12.6","","-8.7","","3.3","S","-20.0","","0.0","","39.6","","39.6","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1945-02","1945","02","0.2","","-6.4","","-3.1","","7.8","","-16.1","","26.4","","24.4","","50.8","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1945-03","1945","03","13.2","","1.9","","7.6","","25.6","","-8.9","","86.4","","2.0","","88.4","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1945-04","1945","04","14.6","","4.8","","9.7","","26.7","","-2.2","S","72.4","","0.0","T","72.4","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1945-05","1945","05","15.2","","6.1","","10.7","","27.2","","-1.1","","145.0","","0.0","","145.0","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1945-06","1945","06","22.8","","12.7","","17.8","","32.8","","2.8","","97.3","","0.0","","97.3","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1945-07","1945","07","26.6","","15.4","","21.0","","32.2","S","5.6","","76.7","","0.0","","76.7","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1945-08","1945","08","26.9","","16.0","","21.5","","32.8","","8.9","","59.7","","0.0","","59.7","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1945-09","1945","09","23.2","","13.2","","18.2","","32.2","","5.6","","152.4","","0.0","","152.4","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1945-10","1945","10","14.6","","5.1","","9.9","","22.8","","-1.7","","70.4","","0.0","","70.4","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1945-11","1945","11","8.3","","1.2","","4.8","","20.6","","-7.2","","27.2","","1.0","","28.2","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1945-12","1945","12","-1.4","","-7.6","","-4.5","","8.9","","-18.9","","44.5","","21.8","","66.3","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1946-01","1946","01","0.6","","-6.3","","-2.9","","15.6","","-17.8","S","12.4","","20.1","","32.5","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1946-02","1946","02","1.0","","-7.1","","-3.1","","9.4","","-16.1","S","21.3","","15.7","","37.1","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1946-03","1946","03","12.6","","1.9","","7.3","","23.9","","-6.1","S","55.9","","0.0","T","55.9","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1946-04","1946","04","14.4","","2.8","","8.6","","27.2","","-3.9","","14.7","","0.0","","14.7","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1946-05","1946","05","19.1","","7.4","","13.3","","27.2","","-1.1","","104.6","","0.0","","104.6","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1946-06","1946","06","24.6","","13.4","","19.0","","32.2","","6.1","","124.5","","0.0","","124.5","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1946-07","1946","07","28.6","","16.6","","22.6","","36.7","","10.6","S","26.2","","0.0","","26.2","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1946-08","1946","08","25.1","","14.1","","19.6","","31.7","","6.7","","56.1","","0.0","","56.1","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1946-09","1946","09","24.3","","12.2","","18.3","","31.7","","3.3","","42.4","","0.0","","42.4","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1946-10","1946","10","19.9","","8.0","","14.0","","30.0","","0.6","","58.9","","0.0","","58.9","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1946-11","1946","11","9.9","","1.8","","5.9","","21.1","","-6.1","","38.1","","0.0","T","38.1","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1946-12","1946","12","3.4","","-4.7","","-0.7","","14.4","S","-14.4","","41.4","","10.7","","52.1","","","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1947-01","1947","01","1.8","","-5.1","","-1.7","","10.0","","-15.0","S","35.8","","8.4","","44.2","","3","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1947-02","1947","02","-2.8","","-8.9","","-5.9","","6.7","","-17.8","","1.0","","19.6","","20.6","","0","T","","","",""
"-82.96","42.28","WINDSOR A","6139525","1947-03","1947","03","2.4","","-4.1","","-0.9","","14.4","","-7.8","S","42.7","","30.0","","72.6","","0","T","","","",""
"-82.96","42.28","WINDSOR A","6139525","1947-04","1947","04","11.2","","2.3","","6.8","","22.2","","-2.8","","163.1","","9.1","","172.2","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1947-05","1947","05","16.9","","7.4","","12.2","","25.6","","-1.1","","146.8","","0.0","T","146.8","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1947-06","1947","06","24.1","","13.1","","18.6","","31.7","","2.8","","79.5","","0.0","","79.5","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1947-07","1947","07","26.0","","16.2","","21.1","","33.3","","9.4","","57.2","","0.0","","57.2","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1947-08","1947","08","29.9","","19.0","","24.5","","35.0","S","7.8","","150.1","","0.0","","150.1","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1947-09","1947","09","23.3","","13.3","","18.3","","31.1","","1.1","","81.5","","0.0","","81.5","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1947-10","1947","10","20.8","","10.0","","15.4","","27.2","","-1.1","","33.3","","0.0","","33.3","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1947-11","1947","11","5.9","","-0.2","","2.9","","15.0","","-12.2","","34.0","","10.7","","44.7","","3","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1947-12","1947","12","0.8","","-5.7","","-2.5","","11.7","","-13.3","","31.5","","22.6","","54.1","","3","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1948-01","1948","01","-4.1","","-10.7","","-7.4","","3.3","S","-20.0","","4.1","","17.0","","21.1","","5","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1948-02","1948","02","-0.6","","-8.9","","-4.8","","12.2","","-19.4","","48.5","","20.3","","68.8","","0","T","","","",""
"-82.96","42.28","WINDSOR A","6139525","1948-03","1948","03","5.6","","-3.4","","1.1","","17.2","S","-18.3","","97.8","","14.0","","111.8","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1948-04","1948","04","15.9","","5.1","","10.5","","27.8","","-2.8","","71.6","","1.0","","72.6","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1948-05","1948","05","18.2","","7.4","","12.8","","26.7","","1.7","","117.9","","0.0","","117.9","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1948-06","1948","06","24.6","","14.1","","19.4","","32.8","","5.0","","68.8","","0.0","","68.8","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1948-07","1948","07","28.3","","17.5","","22.9","","33.3","","12.2","S","49.5","","0.0","","49.5","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1948-08","1948","08","27.9","","15.7","","21.8","","35.6","S","8.3","","36.1","","0.0","","36.1","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1948-09","1948","09","24.3","","13.4","","18.9","","31.1","","6.1","","40.4","","0.0","","40.4","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1948-10","1948","10","14.6","","5.0","","9.8","","21.7","","-2.8","","43.9","","0.0","","43.9","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1948-11","1948","11","10.3","","3.8","","7.1","","18.9","","-1.7","S","104.4","","0.0","","104.4","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1948-12","1948","12","2.8","","-3.4","","-0.3","","12.2","","-15.0","","51.3","","7.4","","58.7","","","M","","","",""
"-82.96","42.28","WINDSOR A","6139525","1949-01","1949","01","2.9","","-3.4","","-0.3","","12.8","","-15.0","","65.5","","4.8","","70.4","","3","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1949-02","1949","02","2.9","","-4.8","","-1.0","","12.2","","-15.0","","59.7","","14.7","","74.4","","","M","","","",""
"-82.96","42.28","WINDSOR A","6139525","1949-03","1949","03","6.7","","-2.4","","2.2","","22.2","","-11.7","S","78.0","","6.9","","84.8","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1949-04","1949","04","13.9","","2.1","","8.0","","24.4","","-2.8","S","56.6","","1.5","","58.2","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1949-05","1949","05","21.8","","9.7","","15.8","","31.7","","0.0","","91.9","","0.0","","91.9","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1949-06","1949","06","28.4","","16.9","","22.7","","32.8","S","3.3","","78.5","","0.0","","78.5","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1949-07","1949","07","29.3","","19.6","","24.5","","35.6","S","12.8","","98.0","","0.0","","98.0","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1949-08","1949","08","27.6","","16.8","","22.2","","35.6","","9.4","","106.9","","0.0","","106.9","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1949-09","1949","09","20.0","","10.2","","15.1","","28.3","S","3.3","","75.7","","0.0","T","75.7","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1949-10","1949","10","18.7","","8.9","","13.8","","29.4","","-1.1","","122.4","","0.0","","122.4","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1949-11","1949","11","7.2","","0.6","","3.9","","18.3","","-12.2","","16.8","","18.5","","35.3","","0","T","","","",""
"-82.96","42.28","WINDSOR A","6139525","1949-12","1949","12","3.7","","-3.2","","0.3","","15.0","","-10.0","","76.2","","12.2","","88.4","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1950-01","1950","01","4.0","","-4.5","","-0.3","","17.8","","-18.9","","107.4","","26.7","","134.1","","5","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1950-02","1950","02","0.0","","-7.3","","-3.7","","6.1","S","-21.1","","66.5","","36.8","","103.4","","10","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1950-03","1950","03","2.7","","-5.3","","-1.3","","14.4","","-16.1","","55.4","","20.1","","75.4","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1950-04","1950","04","9.1","","0.6","","4.9","","21.1","","-7.8","","124.7","","2.8","","127.5","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1950-05","1950","05","20.4","","8.3","","14.4","","27.8","","-1.1","","56.9","","0.0","","56.9","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1950-06","1950","06","25.1","","13.9","","19.5","","32.2","","5.6","","55.6","","0.0","","55.6","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1950-07","1950","07","27.3","","15.6","","21.5","","31.7","S","7.8","","84.1","","0.0","","84.1","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1950-08","1950","08","26.7","","14.8","","20.8","","33.9","","6.7","","43.2","","0.0","","43.2","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1950-09","1950","09","21.6","","12.4","","17.0","","28.9","","2.2","","96.5","","0.0","","96.5","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1950-10","1950","10","17.7","","7.9","","12.8","","27.2","","-0.6","","94.0","","0.0","","94.0","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1950-11","1950","11","5.3","","-1.0","","2.2","","26.1","","-13.9","","97.0","","29.0","","126.0","","13","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1950-12","1950","12","-1.0","","-7.6","","-4.3","","9.4","","-20.0","","46.0","","22.1","","68.1","","10","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1951-01","1951","01","0.1","","-5.8","","-2.9","","12.8","","-20.6","","18.5","","48.0","","66.5","","10","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1951-02","1951","02","0.2","","-6.5","","-3.2","","13.9","","-22.2","","83.1","","10.4","","93.5","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1951-03","1951","03","5.5","","-2.0","","1.8","","18.3","","-10.6","","50.8","","23.1","","73.9","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1951-04","1951","04","12.1","","2.8","","7.5","","26.7","","-1.7","","63.5","","1.5","","65.0","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1951-05","1951","05","21.0","","9.3","","15.2","","29.4","","1.7","","65.0","","0.0","","65.0","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1951-06","1951","06","24.6","","14.0","","19.3","","31.1","","7.2","","107.4","","0.0","","107.4","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1951-07","1951","07","27.3","","16.9","","22.1","","31.7","","10.6","","80.5","","0.0","","80.5","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1951-08","1951","08","25.8","","15.2","","20.5","","33.9","","8.3","","69.6","","0.0","","69.6","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1951-09","1951","09","21.4","","11.2","","16.3","","28.9","S","1.7","","53.8","","0.0","","53.8","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1951-10","1951","10","17.3","","7.0","","12.2","","30.6","S","-2.2","","102.9","","0.0","T","102.9","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1951-11","1951","11","4.0","","-2.2","","0.9","","15.0","","-9.4","","61.0","","24.6","","85.6","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1951-12","1951","12","1.6","","-6.3","","-2.4","","15.6","","-20.6","","36.6","","63.5","","100.1","","18","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1952-01","1952","01","1.4","","-5.3","","-2.0","","15.6","","-12.2","S","53.3","","24.9","","78.2","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1952-02","1952","02","1.3","","-4.9","","-1.8","","7.2","","-11.1","","19.8","","17.5","","37.3","","3","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1952-03","1952","03","4.7","","-2.4","","1.2","","18.9","","-7.8","","74.7","","9.1","","83.8","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1952-04","1952","04","14.5","","3.9","","9.2","","26.7","","-3.9","","82.3","","2.0","","84.3","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1952-05","1952","05","19.2","","8.5","","13.9","","29.4","","2.2","S","63.2","","0.0","","63.2","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1952-06","1952","06","28.2","","16.7","","22.5","","37.2","","8.9","","12.4","","0.0","","12.4","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1952-07","1952","07","30.3","","18.8","","24.6","","35.6","","11.7","","79.5","","0.0","","79.5","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1952-08","1952","08","26.8","","15.9","","21.4","","31.1","S","7.8","","75.2","","0.0","","75.2","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1952-09","1952","09","23.7","","11.6","","17.7","","35.0","","3.9","","42.9","","0.0","","42.9","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1952-10","1952","10","14.2","","2.8","","8.5","","30.0","","-3.9","","30.5","","1.0","","31.5","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1952-11","1952","11","9.7","","1.4","","5.6","","20.6","S","-9.4","","73.7","","0.3","","73.9","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1952-12","1952","12","2.8","","-2.2","","0.3","","12.2","","-11.1","","37.1","","12.4","","49.5","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1953-01","1953","01","1.2","","-4.4","","-1.6","","12.2","","-15.0","","30.5","","24.9","","55.4","","5","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1953-02","1953","02","2.8","","-4.4","","-0.8","","12.2","","-12.8","S","25.4","","3.0","","28.4","","0","T","","","",""
"-82.96","42.28","WINDSOR A","6139525","1953-03","1953","03","6.8","","-0.4","","3.2","","16.7","","-10.6","","73.2","","3.0","","76.2","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1953-04","1953","04","10.7","","2.1","","6.4","","22.2","","-3.3","S","71.6","","1.8","","73.4","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1953-05","1953","05","19.5","","9.7","","14.6","","27.8","S","4.4","","101.9","","0.0","","101.9","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1953-06","1953","06","26.6","","15.7","","21.2","","35.0","","8.9","","73.4","","0.0","","73.4","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1953-07","1953","07","27.7","","16.9","","22.3","","33.3","","10.6","","76.5","","0.0","","76.5","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1953-08","1953","08","28.4","","16.4","","22.4","","35.6","","10.0","","84.1","","0.0","","84.1","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1953-09","1953","09","23.9","","11.5","","17.7","","37.2","S","2.8","","47.8","","0.0","","47.8","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1953-10","1953","10","19.1","","6.7","","12.9","","30.6","","0.6","","21.3","","0.0","","21.3","","0","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1953-11","1953","11","9.8","","2.6","","6.2","","20.0","S","-5.0","","15.5","","9.1","","24.6","","","M","","","",""
"-82.96","42.28","WINDSOR A","6139525","1953-12","1953","12","3.4","","-3.3","","0.1","","15.6","","-13.3","","24.1","","17.0","","41.1","","0","T","","","",""
"-82.96","42.28","WINDSOR A","6139525","1954-01","1954","01","0.2","","-7.0","","-3.4","","10.0","","-15.0","S","36.1","","14.2","","50.3","","3","","","","",""
"-82.96","42.28","WINDSOR A","6139525","1954-02","1954","02","3.8","","-3.2","","0.3","","18.3","","-13.3","","68.1","","38.1","","106.2","","","M","","","",""
